"","source","target","type.x","time","dwell","arrivaldate","name.x.x","type.y","date.x","qty.x.x","id.x","name.x","type.x.x","date.x.x","qty.x","source.y","type.y.x","date.y.x","name.y","type.x.y","date.x.y","qty.y","type.y.y","date.y.y","name.y.y","type","date.y","qty.y.y","suspect_arrival2"
"172","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-11-13T07:31:35.443157",168559.074095,"2035-11-13",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_27188adf","Event.Transaction","2035-11-14",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-14",NA,"Entity.Document.DeliveryReport","2035-11-14","13.5","2035-11-14"
"173","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-11-13T07:31:35.443157",168559.074095,"2035-11-13",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_31128225","Event.Transaction","2035-11-14",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-14",NA,"Entity.Document.DeliveryReport","2035-11-14","2.75","2035-11-14"
"174","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-11-16T07:42:07.279106",274672.720894,"2035-11-16",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_27998afe","Event.Transaction","2035-11-17",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-17",NA,"Entity.Document.DeliveryReport","2035-11-17","6.875","2035-11-17"
"175","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-11-16T07:42:07.279106",274672.720894,"2035-11-16",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_2820242d","Event.Transaction","2035-11-17",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-17",NA,"Entity.Document.DeliveryReport","2035-11-17","20.5","2035-11-17"
"176","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-11-16T07:42:07.279106",274672.720894,"2035-11-16",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfoetidaae7","Sockfish/Pisces foetida","Entity.Commodity.Fish",NA,NA,"cargo_2035_260865e2","Event.Transaction","2035-11-17",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-17",NA,"Entity.Document.DeliveryReport","2035-11-17","19.375","2035-11-17"
"177","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-11-16T07:42:07.279106",274672.720894,"2035-11-16",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_27851415","Event.Transaction","2035-11-17",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-17",NA,"Entity.Document.DeliveryReport","2035-11-17","24.75","2035-11-17"
"178","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-11-20T07:43:20.451144",167062.735478,"2035-11-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_30688284","Event.Transaction","2035-11-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-21",NA,"Entity.Document.DeliveryReport","2035-11-21","3","2035-11-21"
"179","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-11-20T07:43:20.451144",167062.735478,"2035-11-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfoetidaae7","Sockfish/Pisces foetida","Entity.Commodity.Fish",NA,NA,"cargo_2035_247286ec","Event.Transaction","2035-11-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-21",NA,"Entity.Document.DeliveryReport","2035-11-21","38.25","2035-11-21"
"180","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-11-20T07:43:20.451144",167062.735478,"2035-11-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfoetidaae7","Sockfish/Pisces foetida","Entity.Commodity.Fish",NA,NA,"cargo_2035_26088002","Event.Transaction","2035-11-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-21",NA,"Entity.Document.DeliveryReport","2035-11-21","17.5","2035-11-21"
"181","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-11-20T07:43:20.451144",167062.735478,"2035-11-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_27852e31","Event.Transaction","2035-11-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-21",NA,"Entity.Document.DeliveryReport","2035-11-21","29.25","2035-11-21"
"182","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-11-20T07:43:20.451144",167062.735478,"2035-11-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_28472c10","Event.Transaction","2035-11-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-21",NA,"Entity.Document.DeliveryReport","2035-11-21","66.625","2035-11-21"
"183","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-11-20T07:43:20.451144",167062.735478,"2035-11-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_267790e5","Event.Transaction","2035-11-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-21",NA,"Entity.Document.DeliveryReport","2035-11-21","-1.625","2035-11-21"
"184","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-11-20T07:43:20.451144",167062.735478,"2035-11-20",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_31130f80","Event.Transaction","2035-11-21",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-21",NA,"Entity.Document.DeliveryReport","2035-11-21","31.625","2035-11-21"
"185","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-11-23T07:33:27.138057",513222.857947,"2035-11-23",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_258893cc","Event.Transaction","2035-11-24",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-24",NA,"Entity.Document.DeliveryReport","2035-11-24","14.375","2035-11-24"
"186","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-11-23T07:33:27.138057",513222.857947,"2035-11-23",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_282047bd","Event.Transaction","2035-11-24",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-24",NA,"Entity.Document.DeliveryReport","2035-11-24","16.5","2035-11-24"
"187","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-11-23T07:33:27.138057",513222.857947,"2035-11-23",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfoetidaae7","Sockfish/Pisces foetida","Entity.Commodity.Fish",NA,NA,"cargo_2035_24729dff","Event.Transaction","2035-11-24",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-24",NA,"Entity.Document.DeliveryReport","2035-11-24","31.5","2035-11-24"
"188","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-11-23T07:33:27.138057",513222.857947,"2035-11-23",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfoetidaae7","Sockfish/Pisces foetida","Entity.Commodity.Fish",NA,NA,"cargo_2035_2609033b","Event.Transaction","2035-11-24",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-24",NA,"Entity.Document.DeliveryReport","2035-11-24","21.25","2035-11-24"
"189","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-11-23T07:33:27.138057",513222.857947,"2035-11-23",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_26535180","Event.Transaction","2035-11-24",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-24",NA,"Entity.Document.DeliveryReport","2035-11-24","26.25","2035-11-24"
"190","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-11-23T07:33:27.138057",513222.857947,"2035-11-23",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_278534d4","Event.Transaction","2035-11-24",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-24",NA,"Entity.Document.DeliveryReport","2035-11-24","31.5","2035-11-24"
"191","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-11-23T07:33:27.138057",513222.857947,"2035-11-23",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_284739fe","Event.Transaction","2035-11-24",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-24",NA,"Entity.Document.DeliveryReport","2035-11-24","52","2035-11-24"
"192","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-11-23T07:33:27.138057",513222.857947,"2035-11-23",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_284742cd","Event.Transaction","2035-11-24",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-24",NA,"Entity.Document.DeliveryReport","2035-11-24","81.25","2035-11-24"
"193","City of Haacklee","nauticalnomada36","Event.TransportEvent.TransponderPing","2035-11-23T07:33:27.138057",513222.857947,"2035-11-23",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_267529ba","Event.Transaction","2035-11-24",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-24",NA,"Entity.Document.DeliveryReport","2035-11-24","43.875","2035-11-24"
"194","City of Haacklee","oceanicoasis15f6","Event.TransportEvent.TransponderPing","2035-05-25T05:14:32.573830",61103.818776,"2035-05-25",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_3113943e","Event.Transaction","2035-05-26",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-05-26",NA,"Entity.Document.DeliveryReport","2035-05-26","42.625","2035-05-26"
"195","City of Haacklee","oceanicoasis15f6","Event.TransportEvent.TransponderPing","2035-05-25T05:14:32.573830",61103.818776,"2035-05-25",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_3114013f","Event.Transaction","2035-05-26",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-05-26",NA,"Entity.Document.DeliveryReport","2035-05-26","44","2035-05-26"
"196","City of Haacklee","oceanicoasis15f6","Event.TransportEvent.TransponderPing","2035-08-02T16:34:02.778844",60076.278744,"2035-08-02",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_267033e4","Event.Transaction","2035-08-03",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-08-03",NA,"Entity.Document.DeliveryReport","2035-08-03","4.125","2035-08-03"
"197","City of Haacklee","oceanicoasis15f6","Event.TransportEvent.TransponderPing","2035-08-02T16:34:02.778844",60076.278744,"2035-08-02",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_28209177","Event.Transaction","2035-08-03",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-08-03",NA,"Entity.Document.DeliveryReport","2035-08-03","3","2035-08-03"
"198","City of Haacklee","oceanicoasis15f6","Event.TransportEvent.TransponderPing","2035-08-02T16:34:02.778844",60076.278744,"2035-08-02",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfoetidaae7","Sockfish/Pisces foetida","Entity.Commodity.Fish",NA,NA,"cargo_2035_30910b82","Event.Transaction","2035-08-03",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-08-03",NA,"Entity.Document.DeliveryReport","2035-08-03","16.5","2035-08-03"
"199","City of Haacklee","oceanicoasis15f6","Event.TransportEvent.TransponderPing","2035-08-02T16:34:02.778844",60076.278744,"2035-08-02",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_3056326c","Event.Transaction","2035-08-03",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-08-03",NA,"Entity.Document.DeliveryReport","2035-08-03","86.25","2035-08-03"
"200","City of Haacklee","oceanicoasis15f6","Event.TransportEvent.TransponderPing","2035-08-02T16:34:02.778844",60076.278744,"2035-08-02",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_29614c5a","Event.Transaction","2035-08-03",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-08-03",NA,"Entity.Document.DeliveryReport","2035-08-03","46.75","2035-08-03"
"201","City of Haacklee","oceanicoasis15f6","Event.TransportEvent.TransponderPing","2035-08-02T16:34:02.778844",60076.278744,"2035-08-02",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_28569a20","Event.Transaction","2035-08-03",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-08-03",NA,"Entity.Document.DeliveryReport","2035-08-03","17.25","2035-08-03"
"202","City of Haacklee","oceanicoasis15f6","Event.TransportEvent.TransponderPing","2035-11-16T15:09:13.863844",52429.563218,"2035-11-16",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_27998afe","Event.Transaction","2035-11-17",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-17",NA,"Entity.Document.DeliveryReport","2035-11-17","6.875","2035-11-17"
"203","City of Haacklee","oceanicoasis15f6","Event.TransportEvent.TransponderPing","2035-11-16T15:09:13.863844",52429.563218,"2035-11-16",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_2820242d","Event.Transaction","2035-11-17",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-17",NA,"Entity.Document.DeliveryReport","2035-11-17","20.5","2035-11-17"
"204","City of Haacklee","oceanicoasis15f6","Event.TransportEvent.TransponderPing","2035-11-16T15:09:13.863844",52429.563218,"2035-11-16",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfoetidaae7","Sockfish/Pisces foetida","Entity.Commodity.Fish",NA,NA,"cargo_2035_260865e2","Event.Transaction","2035-11-17",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-17",NA,"Entity.Document.DeliveryReport","2035-11-17","19.375","2035-11-17"
"205","City of Haacklee","oceanicoasis15f6","Event.TransportEvent.TransponderPing","2035-11-16T15:09:13.863844",52429.563218,"2035-11-16",NA,"Entity.Vessel.CargoVessel",NA,NA,"habeaspisces4eb","Beauvoir/Habeas pisces","Entity.Commodity.Fish",NA,NA,"cargo_2035_27851415","Event.Transaction","2035-11-17",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-11-17",NA,"Entity.Document.DeliveryReport","2035-11-17","24.75","2035-11-17"
"206","City of Haacklee","harborhalo9dd6","Event.TransportEvent.TransponderPing","2035-09-26T01:23:26.824701",38673.340484,"2035-09-26",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfrigus900","Birdseye/Pisces frigus","Entity.Commodity.Fish",NA,NA,"cargo_2035_26550dca","Event.Transaction","2035-09-27",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-27",NA,"Entity.Document.DeliveryReport","2035-09-27","5.25","2035-09-27"
"207","City of Haacklee","harborhalo9dd6","Event.TransportEvent.TransponderPing","2035-09-26T01:23:26.824701",38673.340484,"2035-09-26",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_2703752e","Event.Transaction","2035-09-27",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-27",NA,"Entity.Document.DeliveryReport","2035-09-27","7.25","2035-09-27"
"208","City of Haacklee","harborhalo9dd6","Event.TransportEvent.TransponderPing","2035-09-26T01:23:26.824701",38673.340484,"2035-09-26",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_258586a0","Event.Transaction","2035-09-27",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-27",NA,"Entity.Document.DeliveryReport","2035-09-27","30","2035-09-27"
"209","City of Haacklee","harborhalo9dd6","Event.TransportEvent.TransponderPing","2035-09-26T01:23:26.824701",38673.340484,"2035-09-26",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_26652ccd","Event.Transaction","2035-09-27",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-27",NA,"Entity.Document.DeliveryReport","2035-09-27","27","2035-09-27"
"210","City of Haacklee","transpacificed8","Event.TransportEvent.TransponderPing","2035-05-03T14:28:09.855666",69212.04842,"2035-05-03",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_30545119","Event.Transaction","2035-05-04",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-05-04",NA,"Entity.Document.DeliveryReport","2035-05-04","67.5","2035-05-04"
"211","City of Haacklee","transpacificed8","Event.TransportEvent.TransponderPing","2035-07-27T18:03:00.020338",62851.114729,"2035-07-27",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_26700cb6","Event.Transaction","2035-07-28",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-07-28",NA,"Entity.Document.DeliveryReport","2035-07-28","3.625","2035-07-28"
"212","City of Haacklee","transpacificed8","Event.TransportEvent.TransponderPing","2035-07-27T18:03:00.020338",62851.114729,"2035-07-27",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscesfoetidaae7","Sockfish/Pisces foetida","Entity.Commodity.Fish",NA,NA,"cargo_2035_30602a7c","Event.Transaction","2035-07-28",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-07-28",NA,"Entity.Document.DeliveryReport","2035-07-28","35.75","2035-07-28"
"213","City of Haacklee","transpacificed8","Event.TransportEvent.TransponderPing","2035-07-27T18:03:00.020338",62851.114729,"2035-07-27",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_285667a0","Event.Transaction","2035-07-28",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-07-28",NA,"Entity.Document.DeliveryReport","2035-07-28","24","2035-07-28"
"214","City of Haacklee","freightfirm27f","Event.TransportEvent.TransponderPing","2035-09-17T18:15:25.565234",49269.768885,"2035-09-17",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_305713ed","Event.Transaction","2035-09-18",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-18",NA,"Entity.Document.DeliveryReport","2035-09-18","58.125","2035-09-18"
"215","City of Haacklee","freightfirm27f","Event.TransportEvent.TransponderPing","2035-09-17T18:15:25.565234",49269.768885,"2035-09-17",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_26116233","Event.Transaction","2035-09-18",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-18",NA,"Entity.Document.DeliveryReport","2035-09-18","18.125","2035-09-18"
"216","City of Haacklee","freightfirm27f","Event.TransportEvent.TransponderPing","2035-09-17T18:15:25.565234",49269.768885,"2035-09-17",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_266466d2","Event.Transaction","2035-09-18",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-18",NA,"Entity.Document.DeliveryReport","2035-09-18","15","2035-09-18"
"217","City of Haacklee","freightfirm27f","Event.TransportEvent.TransponderPing","2035-09-17T18:15:25.565234",49269.768885,"2035-09-17",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_27209c03","Event.Transaction","2035-09-18",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-18",NA,"Entity.Document.DeliveryReport","2035-09-18","13.5","2035-09-18"
"218","City of Haacklee","freightfirm27f","Event.TransportEvent.TransponderPing","2035-09-17T18:15:25.565234",49269.768885,"2035-09-17",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_26732f9a","Event.Transaction","2035-09-18",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-18",NA,"Entity.Document.DeliveryReport","2035-09-18","4.125","2035-09-18"
"219","City of Haacklee","freightfirm27f","Event.TransportEvent.TransponderPing","2035-09-17T18:15:25.565234",49269.768885,"2035-09-17",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_28026892","Event.Transaction","2035-09-18",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-18",NA,"Entity.Document.DeliveryReport","2035-09-18","26.25","2035-09-18"
"220","City of Haacklee","freightfirm27f","Event.TransportEvent.TransponderPing","2035-09-17T18:15:25.565234",49269.768885,"2035-09-17",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_28591d13","Event.Transaction","2035-09-18",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-18",NA,"Entity.Document.DeliveryReport","2035-09-18","27","2035-09-18"
"221","City of Haacklee","freightfirm27f","Event.TransportEvent.TransponderPing","2035-10-02T01:07:35.077124",53581.581511,"2035-10-02",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_26057468","Event.Transaction","2035-10-03",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-03",NA,"Entity.Document.DeliveryReport","2035-10-03","17.5","2035-10-03"
"222","City of Haacklee","freightfirm27f","Event.TransportEvent.TransponderPing","2035-10-02T01:07:35.077124",53581.581511,"2035-10-02",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_307074f9","Event.Transaction","2035-10-03",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-03",NA,"Entity.Document.DeliveryReport","2035-10-03","60","2035-10-03"
"223","City of Haacklee","freightfirm27f","Event.TransportEvent.TransponderPing","2035-10-02T01:07:35.077124",53581.581511,"2035-10-02",NA,"Entity.Vessel.CargoVessel",NA,NA,"piscissapidum9b7","Harland/Piscis sapidum","Entity.Commodity.Fish",NA,NA,"cargo_2035_26657127","Event.Transaction","2035-10-03",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-03",NA,"Entity.Document.DeliveryReport","2035-10-03","-2.25","2035-10-03"
"224","City of Haacklee","freightfirm27f","Event.TransportEvent.TransponderPing","2035-10-02T01:07:35.077124",53581.581511,"2035-10-02",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_2674260e","Event.Transaction","2035-10-03",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-03",NA,"Entity.Document.DeliveryReport","2035-10-03","3","2035-10-03"
"225","City of Haacklee","freightfirm27f","Event.TransportEvent.TransponderPing","2035-10-02T01:07:35.077124",53581.581511,"2035-10-02",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_28036bdd","Event.Transaction","2035-10-03",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-10-03",NA,"Entity.Document.DeliveryReport","2035-10-03","18.125","2035-10-03"
"226","City of Haacklee","seawayservicesc71","Event.TransportEvent.TransponderPing","2035-02-05T19:29:05.216086",59856.591332,"2035-02-05",NA,"Entity.Vessel.CargoVessel",NA,NA,"labridaenrefert9be","Wrasse/Labridae n.refert","Entity.Commodity.Fish",NA,NA,"cargo_2035_3053771c","Event.Transaction","2035-02-06",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-02-06",NA,"Entity.Document.DeliveryReport","2035-02-06","63.75","2035-02-06"
"227","City of Haacklee","seawayservicesc71","Event.TransportEvent.TransponderPing","2035-07-25T15:04:55.064779",43599.181553,"2035-07-25",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_26523187","Event.Transaction","2035-07-26",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-07-26",NA,"Entity.Document.DeliveryReport","2035-07-26","19.25","2035-07-26"
"228","City of Haacklee","seawayservicesc71","Event.TransportEvent.TransponderPing","2035-07-25T15:04:55.064779",43599.181553,"2035-07-25",NA,"Entity.Vessel.CargoVessel",NA,NA,"oncorhynchusrosea790","Salmon/Oncorhynchus rosea","Entity.Commodity.Fish",NA,NA,"cargo_2035_27994f4b","Event.Transaction","2035-07-26",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-07-26",NA,"Entity.Document.DeliveryReport","2035-07-26","16.875","2035-07-26"
"229","City of Haacklee","seawayservicesc71","Event.TransportEvent.TransponderPing","2035-09-11T23:39:57.696460",48963.437397,"2035-09-11",NA,"Entity.Vessel.CargoVessel",NA,NA,"gadusnspecificatae4ba","Cod/Gadus n.specificatae","Entity.Commodity.Fish",NA,NA,"cargo_2035_30695596","Event.Transaction","2035-09-12",NA,"Entity.Location.City",NA,NA,"Event.Transaction","2035-09-12",NA,"Entity.Document.DeliveryReport","2035-09-12","34.5","2035-09-12"
