"","source","target","type.x","time","dwell","arrivaldate","name","type.y","date","qty"
"1412","City of South Paackland","freightfrequencyfea","Event.TransportEvent.TransponderPing","2035-10-19T15:13:15.722550",70104.111461,"2035-10-19",NA,"Entity.Vessel.CargoVessel",NA,NA
"1413","City of South Paackland","freightfrequencyfea","Event.TransportEvent.TransponderPing","2035-10-27T18:10:22.396166",72651.29394,"2035-10-27",NA,"Entity.Vessel.CargoVessel",NA,NA
"1414","City of South Paackland","maritimemiraclef85","Event.TransportEvent.TransponderPing","2035-02-24T13:52:05.360116",71595.038796,"2035-02-24",NA,"Entity.Vessel.CargoVessel",NA,NA
"1415","City of South Paackland","maritimemiraclef85","Event.TransportEvent.TransponderPing","2035-03-08T11:14:59.793033",74856.625103,"2035-03-08",NA,"Entity.Vessel.CargoVessel",NA,NA
"1416","City of South Paackland","maritimemiraclef85","Event.TransportEvent.TransponderPing","2035-04-13T23:13:35.608239",59288.859171,"2035-04-13",NA,"Entity.Vessel.CargoVessel",NA,NA
"1417","City of South Paackland","maritimemiraclef85","Event.TransportEvent.TransponderPing","2035-05-11T12:19:22.933575",73642.284997,"2035-05-11",NA,"Entity.Vessel.CargoVessel",NA,NA
"1418","City of South Paackland","maritimemiraclef85","Event.TransportEvent.TransponderPing","2035-06-04T01:45:20.043081",64095.478415,"2035-06-04",NA,"Entity.Vessel.CargoVessel",NA,NA
"1419","City of South Paackland","maritimemiraclef85","Event.TransportEvent.TransponderPing","2035-07-31T17:47:57.887361",72124.774897,"2035-07-31",NA,"Entity.Vessel.CargoVessel",NA,NA
"1420","City of South Paackland","maritimemiraclef85","Event.TransportEvent.TransponderPing","2035-10-12T01:09:10.321434",55738.479643,"2035-10-12",NA,"Entity.Vessel.CargoVessel",NA,NA
"1421","City of South Paackland","freightfortef0d","Event.TransportEvent.TransponderPing","2035-02-28T02:22:33.124149",45121.912725,"2035-02-28",NA,"Entity.Vessel.CargoVessel",NA,NA
"1422","City of South Paackland","freightfortef0d","Event.TransportEvent.TransponderPing","2035-06-13T10:18:58.980384",50873.04326,"2035-06-13",NA,"Entity.Vessel.CargoVessel",NA,NA
"1423","City of South Paackland","freightfortef0d","Event.TransportEvent.TransponderPing","2035-09-26T20:50:21.702764",45841.844528,"2035-09-26",NA,"Entity.Vessel.CargoVessel",NA,NA
"1424","City of South Paackland","freightfortef0d","Event.TransportEvent.TransponderPing","2035-10-27T09:48:31.159581",55320.874662,"2035-10-27",NA,"Entity.Vessel.CargoVessel",NA,NA
"1425","City of South Paackland","seawayspectrumca2","Event.TransportEvent.TransponderPing","2035-02-27T15:06:34.565626",49000.731992,"2035-02-27",NA,"Entity.Vessel.CargoVessel",NA,NA
"1426","City of South Paackland","seawayspectrumca2","Event.TransportEvent.TransponderPing","2035-03-21T11:40:47.130040",66397.554158,"2035-03-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"1427","City of South Paackland","seawayspectrumca2","Event.TransportEvent.TransponderPing","2035-05-10T16:11:04.215934",68279.309927,"2035-05-10",NA,"Entity.Vessel.CargoVessel",NA,NA
"1428","City of South Paackland","seawayspectrumca2","Event.TransportEvent.TransponderPing","2035-06-29T00:42:44.725419",43010.283415,"2035-06-29",NA,"Entity.Vessel.CargoVessel",NA,NA
"1429","City of South Paackland","seawayspectrumca2","Event.TransportEvent.TransponderPing","2035-08-15T13:38:45.665034",48122.092392,"2035-08-15",NA,"Entity.Vessel.CargoVessel",NA,NA
"1430","City of South Paackland","seawayspectrumca2","Event.TransportEvent.TransponderPing","2035-08-28T14:16:12.736335",42646.728507,"2035-08-28",NA,"Entity.Vessel.CargoVessel",NA,NA
"1431","City of South Paackland","seawayspectrumca2","Event.TransportEvent.TransponderPing","2035-10-20T06:01:33.591262",44730.590438,"2035-10-20",NA,"Entity.Vessel.CargoVessel",NA,NA
"1432","City of South Paackland","maritimematrix7755","Event.TransportEvent.TransponderPing","2035-03-01T20:07:37.619194",71365.62104,"2035-03-01",NA,"Entity.Vessel.CargoVessel",NA,NA
"1433","City of South Paackland","maritimematrix7755","Event.TransportEvent.TransponderPing","2035-05-04T23:12:14.977912",38934.930499,"2035-05-04",NA,"Entity.Vessel.CargoVessel",NA,NA
"1434","City of South Paackland","maritimematrix7755","Event.TransportEvent.TransponderPing","2035-10-18T21:43:48.709902",68344.728628,"2035-10-18",NA,"Entity.Vessel.CargoVessel",NA,NA
"1435","City of South Paackland","freightfrontiers7134","Event.TransportEvent.TransponderPing","2035-03-04T01:33:07.494888",55610.970825,"2035-03-04",NA,"Entity.Vessel.CargoVessel",NA,NA
"1436","City of South Paackland","freightfrontiers7134","Event.TransportEvent.TransponderPing","2035-08-31T11:10:20.027187",31544.844991,"2035-08-31",NA,"Entity.Vessel.CargoVessel",NA,NA
"1437","City of South Paackland","freightfrontiers7134","Event.TransportEvent.TransponderPing","2035-10-05T17:14:39.961736",60910.563382,"2035-10-05",NA,"Entity.Vessel.CargoVessel",NA,NA
"1438","City of South Paackland","freightfrontiers7134","Event.TransportEvent.TransponderPing","2035-10-25T08:22:53.041108",45372.409595,"2035-10-25",NA,"Entity.Vessel.CargoVessel",NA,NA
"1439","City of South Paackland","oceanicoverturec58","Event.TransportEvent.TransponderPing","2035-03-03T15:41:39.225893",59919.438407,"2035-03-03",NA,"Entity.Vessel.CargoVessel",NA,NA
"1440","City of South Paackland","seasolutions4d5","Event.TransportEvent.TransponderPing","2035-03-04T12:50:14.782939",47681.422227,"2035-03-04",NA,"Entity.Vessel.CargoVessel",NA,NA
"1441","City of South Paackland","seasolutions4d5","Event.TransportEvent.TransponderPing","2035-05-03T06:27:15.918113",42408.277331,"2035-05-03",NA,"Entity.Vessel.CargoVessel",NA,NA
"1442","City of South Paackland","seasolutions4d5","Event.TransportEvent.TransponderPing","2035-07-03T14:35:28.859311",66367.279693,"2035-07-03",NA,"Entity.Vessel.CargoVessel",NA,NA
"1443","City of South Paackland","seawaysurgeb1c","Event.TransportEvent.TransponderPing","2035-03-08T17:27:31.765429",67035.513372,"2035-03-08",NA,"Entity.Vessel.CargoVessel",NA,NA
"1444","City of South Paackland","seawaysurgeb1c","Event.TransportEvent.TransponderPing","2035-04-27T23:29:54.653591",33341.837785,"2035-04-27",NA,"Entity.Vessel.CargoVessel",NA,NA
"1445","City of South Paackland","seawaysurgeb1c","Event.TransportEvent.TransponderPing","2035-08-29T17:10:32.359784",71391.724189,"2035-08-29",NA,"Entity.Vessel.CargoVessel",NA,NA
"1446","City of South Paackland","seawaysurgeb1c","Event.TransportEvent.TransponderPing","2035-11-12T05:59:14.498911",33127.462192,"2035-11-12",NA,"Entity.Vessel.CargoVessel",NA,NA
"1447","City of South Paackland","nauticalnetworks865","Event.TransportEvent.TransponderPing","2035-03-10T17:30:44.130798",72407.594128,"2035-03-10",NA,"Entity.Vessel.CargoVessel",NA,NA
"1448","City of South Paackland","nauticalnetworks865","Event.TransportEvent.TransponderPing","2035-04-13T05:01:19.873637",70333.28303,"2035-04-13",NA,"Entity.Vessel.CargoVessel",NA,NA
"1449","City of South Paackland","nauticalnetworks865","Event.TransportEvent.TransponderPing","2035-10-10T14:21:26.675018",45452.006011,"2035-10-10",NA,"Entity.Vessel.CargoVessel",NA,NA
"1450","City of South Paackland","oceanicomnipotenta4a","Event.TransportEvent.TransponderPing","2035-03-12T05:53:37.321045",46874.258901,"2035-03-12",NA,"Entity.Vessel.CargoVessel",NA,NA
"1451","City of South Paackland","oceanicomnipotenta4a","Event.TransportEvent.TransponderPing","2035-04-05T22:42:34.620503",47807.376887,"2035-04-05",NA,"Entity.Vessel.CargoVessel",NA,NA
"1452","City of South Paackland","oceanicomnipotenta4a","Event.TransportEvent.TransponderPing","2035-05-07T09:18:20.769079",44709.776998,"2035-05-07",NA,"Entity.Vessel.CargoVessel",NA,NA
"1453","City of South Paackland","oceanicomnipotenta4a","Event.TransportEvent.TransponderPing","2035-08-01T11:38:07.195477",60084.539532,"2035-08-01",NA,"Entity.Vessel.CargoVessel",NA,NA
"1454","City of South Paackland","oceanicomnipotenta4a","Event.TransportEvent.TransponderPing","2035-11-22T15:17:38.359754",55611.714368,"2035-11-22",NA,"Entity.Vessel.CargoVessel",NA,NA
"1455","City of South Paackland","transglobal607c","Event.TransportEvent.TransponderPing","2035-03-13T17:15:59.998179",43113.381877,"2035-03-13",NA,"Entity.Vessel.CargoVessel",NA,NA
"1456","City of South Paackland","transglobal607c","Event.TransportEvent.TransponderPing","2035-04-26T01:00:40.570250",52415.873588,"2035-04-26",NA,"Entity.Vessel.CargoVessel",NA,NA
"1457","City of South Paackland","transglobal607c","Event.TransportEvent.TransponderPing","2035-06-25T11:08:54.787504",50542.669406,"2035-06-25",NA,"Entity.Vessel.CargoVessel",NA,NA
"1458","City of South Paackland","transglobal607c","Event.TransportEvent.TransponderPing","2035-08-01T21:00:27.913134",50065.04043,"2035-08-01",NA,"Entity.Vessel.CargoVessel",NA,NA
"1459","City of South Paackland","transglobal607c","Event.TransportEvent.TransponderPing","2035-09-15T03:02:37.873061",47412.382989,"2035-09-15",NA,"Entity.Vessel.CargoVessel",NA,NA
"1460","City of South Paackland","vesselventuresc7e","Event.TransportEvent.TransponderPing","2035-03-14T09:08:41.936773",64588.923202,"2035-03-14",NA,"Entity.Vessel.CargoVessel",NA,NA
"1461","City of South Paackland","vesselventuresc7e","Event.TransportEvent.TransponderPing","2035-07-05T20:09:51.479291",64937.482131,"2035-07-05",NA,"Entity.Vessel.CargoVessel",NA,NA
"1462","City of South Paackland","vesselventuresc7e","Event.TransportEvent.TransponderPing","2035-08-23T05:31:42.930620",63821.473819,"2035-08-23",NA,"Entity.Vessel.CargoVessel",NA,NA
"1463","City of South Paackland","vesselventuresc7e","Event.TransportEvent.TransponderPing","2035-09-29T01:34:38.119576",51568.153746,"2035-09-29",NA,"Entity.Vessel.CargoVessel",NA,NA
"1464","City of South Paackland","oceanicoracle2bf2","Event.TransportEvent.TransponderPing","2035-03-14T06:29:02.592370",60028.542123,"2035-03-14",NA,"Entity.Vessel.CargoVessel",NA,NA
"1465","City of South Paackland","oceanicoracle2bf2","Event.TransportEvent.TransponderPing","2035-05-04T08:16:02.656591",44396.692441,"2035-05-04",NA,"Entity.Vessel.CargoVessel",NA,NA
"1466","City of South Paackland","oceanicoracle2bf2","Event.TransportEvent.TransponderPing","2035-08-28T06:51:21.095834",71041.218621,"2035-08-28",NA,"Entity.Vessel.CargoVessel",NA,NA
"1467","City of South Paackland","oceanicoracle2bf2","Event.TransportEvent.TransponderPing","2035-10-31T22:27:27.952515",57924.628768,"2035-10-31",NA,"Entity.Vessel.CargoVessel",NA,NA
"1468","City of South Paackland","harborhalo9dd6","Event.TransportEvent.TransponderPing","2035-03-15T09:55:14.494513",68390.285308,"2035-03-15",NA,"Entity.Vessel.CargoVessel",NA,NA
"1469","City of South Paackland","harborhalo9dd6","Event.TransportEvent.TransponderPing","2035-05-18T20:57:59.871454",73003.736702,"2035-05-18",NA,"Entity.Vessel.CargoVessel",NA,NA
"1470","City of South Paackland","harborhalo9dd6","Event.TransportEvent.TransponderPing","2035-07-13T04:45:26.996001",51965.306663,"2035-07-13",NA,"Entity.Vessel.CargoVessel",NA,NA
"1471","City of South Paackland","harborhalo9dd6","Event.TransportEvent.TransponderPing","2035-08-02T04:41:05.672761",47853.028396,"2035-08-02",NA,"Entity.Vessel.CargoVessel",NA,NA
"1472","City of South Paackland","harborhalo9dd6","Event.TransportEvent.TransponderPing","2035-11-28T18:31:25.148289",61467.840581,"2035-11-28",NA,"Entity.Vessel.CargoVessel",NA,NA
"1473","City of South Paackland","seawaysynergybaf","Event.TransportEvent.TransponderPing","2035-03-15T05:52:04.978646",65052.133304,"2035-03-15",NA,"Entity.Vessel.CargoVessel",NA,NA
"1474","City of South Paackland","seawaysynergybaf","Event.TransportEvent.TransponderPing","2035-08-24T10:13:38.133206",74632.924842,"2035-08-24",NA,"Entity.Vessel.CargoVessel",NA,NA
"1475","City of South Paackland","seawaysynergybaf","Event.TransportEvent.TransponderPing","2035-09-21T15:08:43.495625",35042.856021,"2035-09-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"1476","City of South Paackland","seawaysynergybaf","Event.TransportEvent.TransponderPing","2035-10-06T00:10:03.441984",43799.850246,"2035-10-06",NA,"Entity.Vessel.CargoVessel",NA,NA
"1477","City of South Paackland","seawaysynergybaf","Event.TransportEvent.TransponderPing","2035-11-19T17:43:16.009214",60732.28708,"2035-11-19",NA,"Entity.Vessel.CargoVessel",NA,NA
"1478","City of South Paackland","oceanicoasis15f6","Event.TransportEvent.TransponderPing","2035-03-17T12:11:04.398196",57713.845544,"2035-03-17",NA,"Entity.Vessel.CargoVessel",NA,NA
"1479","City of South Paackland","maritimemajesticeb7","Event.TransportEvent.TransponderPing","2035-03-17T23:14:03.962268",48054.202001,"2035-03-17",NA,"Entity.Vessel.CargoVessel",NA,NA
"1480","City of South Paackland","maritimemajesticeb7","Event.TransportEvent.TransponderPing","2035-06-11T08:14:34.515471",74967.319374,"2035-06-11",NA,"Entity.Vessel.CargoVessel",NA,NA
"1481","City of South Paackland","maritimemajesticeb7","Event.TransportEvent.TransponderPing","2035-08-15T22:35:36.227932",56506.579758,"2035-08-15",NA,"Entity.Vessel.CargoVessel",NA,NA
"1482","City of South Paackland","vesselventure46e5","Event.TransportEvent.TransponderPing","2035-03-19T10:06:24.957038",54687.217329,"2035-03-19",NA,"Entity.Vessel.CargoVessel",NA,NA
"1483","City of South Paackland","vesselventure46e5","Event.TransportEvent.TransponderPing","2035-04-17T07:45:42.176558",53855.383652,"2035-04-17",NA,"Entity.Vessel.CargoVessel",NA,NA
"1484","City of South Paackland","vesselventure46e5","Event.TransportEvent.TransponderPing","2035-06-07T05:11:09.202421",52152.661357,"2035-06-07",NA,"Entity.Vessel.CargoVessel",NA,NA
"1485","City of South Paackland","vesselventure46e5","Event.TransportEvent.TransponderPing","2035-08-29T14:14:31.285400",48277.488053,"2035-08-29",NA,"Entity.Vessel.CargoVessel",NA,NA
"1486","City of South Paackland","harborholdings797","Event.TransportEvent.TransponderPing","2035-03-21T01:39:41.155647",66809.60333,"2035-03-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"1487","City of South Paackland","harborholdings797","Event.TransportEvent.TransponderPing","2035-04-11T15:47:15.456215",46083.139426,"2035-04-11",NA,"Entity.Vessel.CargoVessel",NA,NA
"1488","City of South Paackland","harborholdings797","Event.TransportEvent.TransponderPing","2035-05-16T22:22:10.526197",49275.815031,"2035-05-16",NA,"Entity.Vessel.CargoVessel",NA,NA
"1489","City of South Paackland","harborholdings797","Event.TransportEvent.TransponderPing","2035-06-08T22:23:44.430733",48225.345217,"2035-06-08",NA,"Entity.Vessel.CargoVessel",NA,NA
"1490","City of South Paackland","harborholdings797","Event.TransportEvent.TransponderPing","2035-07-19T01:47:37.533314",64432.084121,"2035-07-19",NA,"Entity.Vessel.CargoVessel",NA,NA
"1491","City of South Paackland","vesselvistad0c","Event.TransportEvent.TransponderPing","2035-03-20T22:38:15.810637",57903.239096,"2035-03-20",NA,"Entity.Vessel.CargoVessel",NA,NA
"1492","City of South Paackland","vesselvistad0c","Event.TransportEvent.TransponderPing","2035-06-02T18:41:39.603480",64560.829073,"2035-06-02",NA,"Entity.Vessel.CargoVessel",NA,NA
"1493","City of South Paackland","vesselvistad0c","Event.TransportEvent.TransponderPing","2035-08-17T00:16:32.665478",48703.233198,"2035-08-17",NA,"Entity.Vessel.CargoVessel",NA,NA
"1494","City of South Paackland","vesselvistad0c","Event.TransportEvent.TransponderPing","2035-10-22T21:11:16.621591",68977.061111,"2035-10-22",NA,"Entity.Vessel.CargoVessel",NA,NA
"1495","City of South Paackland","vesselvistad0c","Event.TransportEvent.TransponderPing","2035-11-01T10:19:19.955468",59737.334667,"2035-11-01",NA,"Entity.Vessel.CargoVessel",NA,NA
"1496","City of South Paackland","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-03-21T11:10:02.973688",65723.879324,"2035-03-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"1497","City of South Paackland","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-05-02T03:39:42.944676",63952.907692,"2035-05-02",NA,"Entity.Vessel.CargoVessel",NA,NA
"1498","City of South Paackland","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-07-04T19:48:15.226957",68190.20168,"2035-07-04",NA,"Entity.Vessel.CargoVessel",NA,NA
"1499","City of South Paackland","bulkcarriers6cd","Event.TransportEvent.TransponderPing","2035-08-01T11:14:57.740590",62346.463055,"2035-08-01",NA,"Entity.Vessel.CargoVessel",NA,NA
"1500","City of South Paackland","transatlantic47a9","Event.TransportEvent.TransponderPing","2035-03-21T23:24:00.627099",54688.897706,"2035-03-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"1501","City of South Paackland","transatlantic47a9","Event.TransportEvent.TransponderPing","2035-07-20T16:57:27.732562",65897.142331,"2035-07-20",NA,"Entity.Vessel.CargoVessel",NA,NA
"1502","City of South Paackland","transatlantic47a9","Event.TransportEvent.TransponderPing","2035-09-07T10:21:12.339949",60700.454764,"2035-09-07",NA,"Entity.Vessel.CargoVessel",NA,NA
"1503","City of South Paackland","harborhelios585","Event.TransportEvent.TransponderPing","2035-03-23T08:57:17.676039",73350.481274,"2035-03-23",NA,"Entity.Vessel.CargoVessel",NA,NA
"1504","City of South Paackland","harborhelios585","Event.TransportEvent.TransponderPing","2035-04-07T17:45:37.353014",52264.891695,"2035-04-07",NA,"Entity.Vessel.CargoVessel",NA,NA
"1505","City of South Paackland","harborhelios585","Event.TransportEvent.TransponderPing","2035-06-15T04:16:02.528040",42940.77603,"2035-06-15",NA,"Entity.Vessel.CargoVessel",NA,NA
"1506","City of South Paackland","harborhelios585","Event.TransportEvent.TransponderPing","2035-10-17T14:24:20.354747",46692.213385,"2035-10-17",NA,"Entity.Vessel.CargoVessel",NA,NA
"1507","City of South Paackland","harborhelios585","Event.TransportEvent.TransponderPing","2035-11-15T23:45:13.598572",55926.573149,"2035-11-15",NA,"Entity.Vessel.CargoVessel",NA,NA
"1508","City of South Paackland","oceanoptimum9f4","Event.TransportEvent.TransponderPing","2035-07-24T10:29:53.654593",66616.299287,"2035-07-24",NA,"Entity.Vessel.CargoVessel",NA,NA
"1509","City of South Paackland","oceanoptimum9f4","Event.TransportEvent.TransponderPing","2035-07-31T10:31:21.889241",61116.433244,"2035-07-31",NA,"Entity.Vessel.CargoVessel",NA,NA
"1510","City of South Paackland","oceanoptimum9f4","Event.TransportEvent.TransponderPing","2035-09-26T12:33:36.393956",65612.328926,"2035-09-26",NA,"Entity.Vessel.CargoVessel",NA,NA
"1511","City of South Paackland","oceanoptimum9f4","Event.TransportEvent.TransponderPing","2035-10-30T15:39:41.726288",54138.169476,"2035-10-30",NA,"Entity.Vessel.CargoVessel",NA,NA
"1512","City of South Paackland","seasanctuary505","Event.TransportEvent.TransponderPing","2035-03-23T13:46:41.821740",41702.890179,"2035-03-23",NA,"Entity.Vessel.CargoVessel",NA,NA
"1513","City of South Paackland","seasanctuary505","Event.TransportEvent.TransponderPing","2035-05-18T15:28:16.012384",60038.30788,"2035-05-18",NA,"Entity.Vessel.CargoVessel",NA,NA
"1514","City of South Paackland","seasanctuary505","Event.TransportEvent.TransponderPing","2035-06-01T08:49:33.711635",55895.069039,"2035-06-01",NA,"Entity.Vessel.CargoVessel",NA,NA
"1515","City of South Paackland","seasanctuary505","Event.TransportEvent.TransponderPing","2035-11-09T15:26:02.222340",48844.435718,"2035-11-09",NA,"Entity.Vessel.CargoVessel",NA,NA
"1516","City of South Paackland","nauticalnexus6cc","Event.TransportEvent.TransponderPing","2035-06-05T23:47:01.787597",64943.630722,"2035-06-05",NA,"Entity.Vessel.CargoVessel",NA,NA
"1517","City of South Paackland","nauticalnexus6cc","Event.TransportEvent.TransponderPing","2035-07-04T13:40:02.394085",61652.653153,"2035-07-04",NA,"Entity.Vessel.CargoVessel",NA,NA
"1518","City of South Paackland","oceanicoasisd3f","Event.TransportEvent.TransponderPing","2035-03-27T05:13:34.191140",29957.273368,"2035-03-27",NA,"Entity.Vessel.CargoVessel",NA,NA
"1519","City of South Paackland","oceanicoasisd3f","Event.TransportEvent.TransponderPing","2035-04-23T13:50:26.754581",73178.782059,"2035-04-23",NA,"Entity.Vessel.CargoVessel",NA,NA
"1520","City of South Paackland","oceanicoasisd3f","Event.TransportEvent.TransponderPing","2035-08-16T18:10:04.075919",65336.69714,"2035-08-16",NA,"Entity.Vessel.CargoVessel",NA,NA
"1521","City of South Paackland","oceanicoasisd3f","Event.TransportEvent.TransponderPing","2035-11-01T19:13:01.229509",45497.513289,"2035-11-01",NA,"Entity.Vessel.CargoVessel",NA,NA
"1522","City of South Paackland","cargocrestb7c","Event.TransportEvent.TransponderPing","2035-03-26T22:54:01.716454",59423.865015,"2035-03-26",NA,"Entity.Vessel.CargoVessel",NA,NA
"1523","City of South Paackland","cargocrestb7c","Event.TransportEvent.TransponderPing","2035-04-04T19:58:52.169293",44616.034381,"2035-04-04",NA,"Entity.Vessel.CargoVessel",NA,NA
"1524","City of South Paackland","cargocrestb7c","Event.TransportEvent.TransponderPing","2035-06-18T10:39:55.031135",54930.166808,"2035-06-18",NA,"Entity.Vessel.CargoVessel",NA,NA
"1525","City of South Paackland","cargocrestb7c","Event.TransportEvent.TransponderPing","2035-07-25T11:51:45.643213",59920.429765,"2035-07-25",NA,"Entity.Vessel.CargoVessel",NA,NA
"1526","City of South Paackland","cargocrestb7c","Event.TransportEvent.TransponderPing","2035-08-08T18:26:08.052659",59775.070107,"2035-08-08",NA,"Entity.Vessel.CargoVessel",NA,NA
"1527","City of South Paackland","cargocrestb7c","Event.TransportEvent.TransponderPing","2035-10-17T14:07:42.683490",55371.066375,"2035-10-17",NA,"Entity.Vessel.CargoVessel",NA,NA
"1528","City of South Paackland","transpacificed8","Event.TransportEvent.TransponderPing","2035-03-28T18:59:09.536239",67118.64679,"2035-03-28",NA,"Entity.Vessel.CargoVessel",NA,NA
"1529","City of South Paackland","transpacificed8","Event.TransportEvent.TransponderPing","2035-04-12T09:10:55.400126",45649.965671,"2035-04-12",NA,"Entity.Vessel.CargoVessel",NA,NA
"1530","City of South Paackland","transpacificed8","Event.TransportEvent.TransponderPing","2035-06-08T07:18:11.381518",55856.87347,"2035-06-08",NA,"Entity.Vessel.CargoVessel",NA,NA
"1531","City of South Paackland","transpacificed8","Event.TransportEvent.TransponderPing","2035-08-28T07:27:33.178940",47600.407219,"2035-08-28",NA,"Entity.Vessel.CargoVessel",NA,NA
"1532","City of South Paackland","vesselvanguardbf2","Event.TransportEvent.TransponderPing","2035-03-28T06:04:01.799249",61358.035673,"2035-03-28",NA,"Entity.Vessel.CargoVessel",NA,NA
"1533","City of South Paackland","vesselvanguardbf2","Event.TransportEvent.TransponderPing","2035-04-22T21:31:22.934586",76771.63269,"2035-04-22",NA,"Entity.Vessel.CargoVessel",NA,NA
"1534","City of South Paackland","vesselvanguardbf2","Event.TransportEvent.TransponderPing","2035-05-31T04:32:49.638017",74333.666895,"2035-05-31",NA,"Entity.Vessel.CargoVessel",NA,NA
"1535","City of South Paackland","vesselvanguardbf2","Event.TransportEvent.TransponderPing","2035-06-13T05:10:29.808298",55996.668659,"2035-06-13",NA,"Entity.Vessel.CargoVessel",NA,NA
"1536","City of South Paackland","vesselvanguardbf2","Event.TransportEvent.TransponderPing","2035-09-21T02:33:34.630246",49862.027994,"2035-09-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"1537","City of South Paackland","vesselvanguardbf2","Event.TransportEvent.TransponderPing","2035-10-18T03:05:33.782720",54939.038951,"2035-10-18",NA,"Entity.Vessel.CargoVessel",NA,NA
"1538","City of South Paackland","vesselvanguardbf2","Event.TransportEvent.TransponderPing","2035-11-21T13:45:47.801102",67478.176905,"2035-11-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"1539","City of South Paackland","oceanicoracle9da","Event.TransportEvent.TransponderPing","2035-03-29T18:20:08.847300",73179.95666,"2035-03-29",NA,"Entity.Vessel.CargoVessel",NA,NA
"1540","City of South Paackland","oceanicoracle9da","Event.TransportEvent.TransponderPing","2035-07-12T01:18:10.338167",30444.050294,"2035-07-12",NA,"Entity.Vessel.CargoVessel",NA,NA
"1541","City of South Paackland","oceanicoracle9da","Event.TransportEvent.TransponderPing","2035-11-02T06:35:52.321744",65598.716719,"2035-11-02",NA,"Entity.Vessel.CargoVessel",NA,NA
"1542","City of South Paackland","cargocatalyst39a7","Event.TransportEvent.TransponderPing","2035-03-31T03:47:40.988902",47272.702492,"2035-03-31",NA,"Entity.Vessel.CargoVessel",NA,NA
"1543","City of South Paackland","cargocatalyst39a7","Event.TransportEvent.TransponderPing","2035-09-18T06:11:44.902687",66775.040835,"2035-09-18",NA,"Entity.Vessel.CargoVessel",NA,NA
"1544","City of South Paackland","cargocatalyst39a7","Event.TransportEvent.TransponderPing","2035-11-11T00:56:01.928516",71067.004189,"2035-11-11",NA,"Entity.Vessel.CargoVessel",NA,NA
"1545","City of South Paackland","harborhorizon6c6","Event.TransportEvent.TransponderPing","2035-03-30T05:01:03.385906",56704.119796,"2035-03-30",NA,"Entity.Vessel.CargoVessel",NA,NA
"1546","City of South Paackland","harborhorizon6c6","Event.TransportEvent.TransponderPing","2035-09-14T09:06:37.041474",74704.82337,"2035-09-14",NA,"Entity.Vessel.CargoVessel",NA,NA
"1547","City of South Paackland","cargocircuit545","Event.TransportEvent.TransponderPing","2035-03-31T05:10:09.425992",70750.572742,"2035-03-31",NA,"Entity.Vessel.CargoVessel",NA,NA
"1548","City of South Paackland","cargocircuit545","Event.TransportEvent.TransponderPing","2035-11-10T18:57:37.139057",67876.969006,"2035-11-10",NA,"Entity.Vessel.CargoVessel",NA,NA
"1549","City of South Paackland","transatlantic77d","Event.TransportEvent.TransponderPing","2035-04-02T17:21:55.722349",24208.481989,"2035-04-02",NA,"Entity.Vessel.CargoVessel",NA,NA
"1550","City of South Paackland","transatlantic77d","Event.TransportEvent.TransponderPing","2035-09-23T21:09:12.618363",52986.645082,"2035-09-23",NA,"Entity.Vessel.CargoVessel",NA,NA
"1551","City of South Paackland","transatlantic77d","Event.TransportEvent.TransponderPing","2035-10-28T21:33:04.005492",56896.522013,"2035-10-28",NA,"Entity.Vessel.CargoVessel",NA,NA
"1552","City of South Paackland","harborhavenf91","Event.TransportEvent.TransponderPing","2035-04-07T03:11:03.506951",61458.507766,"2035-04-07",NA,"Entity.Vessel.CargoVessel",NA,NA
"1553","City of South Paackland","harborhavenf91","Event.TransportEvent.TransponderPing","2035-05-17T20:02:34.827097",49164.142021,"2035-05-17",NA,"Entity.Vessel.CargoVessel",NA,NA
"1554","City of South Paackland","harborhavenf91","Event.TransportEvent.TransponderPing","2035-06-29T11:09:24.416975",51118.936632,"2035-06-29",NA,"Entity.Vessel.CargoVessel",NA,NA
"1555","City of South Paackland","harborhavenf91","Event.TransportEvent.TransponderPing","2035-09-05T02:35:20.336207",72289.987664,"2035-09-05",NA,"Entity.Vessel.CargoVessel",NA,NA
"1556","City of South Paackland","harborhavenf91","Event.TransportEvent.TransponderPing","2035-10-13T21:57:25.807768",46562.238506,"2035-10-13",NA,"Entity.Vessel.CargoVessel",NA,NA
"1557","City of South Paackland","harborhavenf91","Event.TransportEvent.TransponderPing","2035-11-21T05:42:53.937761",60589.810084,"2035-11-21",NA,"Entity.Vessel.CargoVessel",NA,NA
"1558","City of South Paackland","nauticalnirvana874","Event.TransportEvent.TransponderPing","2035-04-06T14:56:25.982626",55749.099782,"2035-04-06",NA,"Entity.Vessel.CargoVessel",NA,NA
